t,roll,pitch,yaw,cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,thrust,bx,by,bz,blend,d_lat,d_vert,vY,vD,vX,v_target,pitch_des,elev_i,elev_err,agl,turn_ff,bl_found,bl_hdg,bl_conf,bl_hdg_valid,bl_span,bl_paired,bl_cy,src_switch,source,gate
1785459259.159,1.075,-7.272,0.987,0.372,5.272,-0.744,0.2976,6.230,0.077,-1.631,1.000,-0.0069,0.0000,0.079,-0.206,0.329,1.623,-2.000,0.0064,-0.827,nan,0.04,1,0.0013,1.000,1,0.434,7,0.201,0,yolo,0
1785459259.190,1.048,-6.512,1.087,0.516,4.512,-0.739,0.2968,6.230,0.077,-1.631,1.000,0.0022,-0.0656,0.089,-0.272,0.382,1.538,-2.000,0.0065,-0.912,nan,0.03,1,0.0012,1.000,1,0.434,7,0.201,0,yolo,0
1785459259.222,1.048,-6.512,1.087,2.016,4.512,-0.527,0.2802,6.127,0.053,-1.413,1.000,0.2236,-2.0000,0.089,-0.272,0.382,1.742,-2.000,0.0065,-0.708,nan,0.03,1,0.0010,1.000,1,0.434,7,0.201,0,yolo,0
1785459259.254,0.995,-5.886,1.179,1.160,3.886,-1.057,0.2918,6.127,0.053,-1.413,1.000,0.0097,-0.0817,0.097,-0.354,0.429,1.674,-2.000,0.0066,-0.776,nan,0.56,1,0.0195,1.000,1,0.372,6,0.236,0,yolo,0
1785459259.284,0.844,-5.324,1.313,1.150,3.324,-1.454,0.2896,6.127,0.053,-1.413,1.000,0.0171,-0.1668,0.104,-0.439,0.475,1.613,-2.000,0.0067,-0.837,nan,0.96,1,0.0334,1.000,1,0.372,6,0.236,0,yolo,0
1785459259.316,0.844,-5.324,1.313,2.650,3.324,-1.513,0.2729,6.061,0.022,-1.148,1.000,0.3072,-2.0000,0.104,-0.439,0.475,1.870,-2.000,0.0068,-0.580,nan,1.31,1,0.0456,1.000,1,0.370,6,0.260,0,yolo,0
1785459259.347,0.513,-4.884,1.486,1.626,2.884,-1.124,0.2882,6.061,0.022,-1.148,1.000,0.0156,-0.0567,0.109,-0.495,0.515,1.823,-2.000,0.0068,-0.627,nan,0.92,1,0.0320,1.000,1,0.369,6,0.279,0,yolo,0
1785459259.377,0.513,-4.884,1.486,1.626,2.884,-0.915,0.2882,6.061,0.022,-1.148,1.000,0.0156,-0.0567,0.109,-0.495,0.515,1.823,-2.000,0.0069,-0.627,nan,0.71,1,0.0247,1.000,1,0.367,6,0.290,0,yolo,0
1785459259.413,0.340,-4.482,1.618,2.688,2.482,-0.448,0.2715,6.015,-0.011,-0.896,1.000,0.1950,-1.2261,0.112,-0.548,0.552,2.027,-2.000,0.0069,-0.423,nan,0.55,1,0.0192,1.000,1,0.367,6,0.290,0,yolo,0
1785459259.440,-0.005,-4.136,1.657,2.059,2.136,-0.796,0.2841,6.015,-0.011,-0.896,1.000,0.0358,-0.0318,0.114,-0.580,0.587,1.990,-2.000,0.0070,-0.460,nan,0.90,1,0.0314,1.000,1,0.361,6,0.196,0,yolo,0
1785459259.478,-0.005,-4.136,1.657,2.059,2.136,-1.058,0.2841,6.015,-0.011,-0.896,1.000,0.0358,-0.0318,0.114,-0.580,0.587,1.990,-2.000,0.0070,-0.460,nan,1.16,1,0.0405,1.000,1,0.361,6,0.196,0,yolo,0
1785459259.519,-0.234,-3.846,1.735,1.795,1.846,-1.641,0.2840,6.015,-0.011,-0.896,1.000,0.0340,-0.0532,0.112,-0.601,0.618,1.960,-2.000,0.0071,-0.490,nan,1.74,1,0.0609,0.917,1,0.357,5,0.204,0,yolo,0
1785459259.550,-0.459,-3.588,1.917,1.472,1.588,-2.250,0.2840,6.015,-0.011,-0.896,1.000,0.0290,-0.0718,0.107,-0.620,0.647,1.933,-2.000,0.0071,-0.517,nan,2.35,1,0.0821,1.000,1,0.289,5,0.532,0,yolo,0
1785459259.581,-0.638,-3.378,2.161,1.149,1.378,-2.707,0.2832,6.015,-0.011,-0.896,1.000,0.0214,-0.1045,0.099,-0.653,0.674,1.910,-2.000,0.0072,-0.540,nan,2.81,1,0.0981,1.000,1,0.289,5,0.532,0,yolo,0
1785459259.612,-0.638,-3.378,2.161,1.149,1.378,-3.925,0.2832,6.015,-0.011,-0.896,1.000,0.0214,-0.1045,0.099,-0.653,0.674,1.910,-2.000,0.0072,-0.540,nan,4.03,1,0.1406,1.000,1,0.294,5,0.489,0,yolo,0
1785459259.647,-0.799,-3.183,2.608,0.758,1.183,-4.838,0.2817,6.015,-0.011,-0.896,1.000,0.0095,-0.1517,0.088,-0.700,0.700,1.890,-2.000,0.0073,-0.560,nan,4.94,1,0.1725,1.000,1,0.294,5,0.489,0,yolo,0
1785459259.673,-0.799,-3.183,2.608,0.758,1.183,-5.831,0.2818,6.015,-0.011,-0.896,1.000,0.0095,-0.1517,0.088,-0.700,0.700,1.890,-2.000,0.0073,-0.560,nan,5.93,1,0.2071,1.000,1,0.293,5,0.507,0,yolo,0
1785459259.709,-0.924,-3.011,3.287,2.258,1.011,-5.472,0.2907,10.180,-0.214,-1.167,1.000,-0.0000,-0.0000,0.071,-0.746,0.724,1.823,-2.000,0.0074,-0.627,nan,6.68,1,0.2331,1.000,1,0.293,5,0.507,0,yolo,0
1785459259.736,-1.243,-2.867,3.884,2.248,0.867,-6.116,0.2914,10.180,-0.214,-1.167,1.000,-0.0000,-0.0000,0.056,-0.792,0.746,1.799,-2.000,0.0075,-0.651,nan,7.32,1,0.2556,1.000,1,0.291,5,0.519,0,yolo,0
1785459259.775,-1.243,-2.867,3.884,2.248,0.867,-6.600,0.2915,10.180,-0.214,-1.167,1.000,-0.0000,-0.0000,0.056,-0.792,0.746,1.799,-2.000,0.0075,-0.651,nan,7.81,1,0.2725,1.000,1,0.291,5,0.519,0,yolo,0
1785459259.817,-1.535,-2.734,4.528,2.586,0.734,-5.354,0.2883,10.174,-0.226,-1.138,1.000,0.1129,-0.0677,0.037,-0.844,0.767,1.805,-2.000,0.0076,-0.645,nan,6.62,1,0.2312,1.000,1,0.285,5,0.528,0,yolo,0
1785459259.845,-1.913,-2.605,5.170,1.231,0.605,-3.922,0.2894,10.174,-0.226,-1.138,1.000,-0.0307,-0.0589,0.015,-0.903,0.788,1.784,-2.000,0.0077,-0.666,nan,5.19,1,0.1812,1.000,1,0.281,5,0.543,0,yolo,0
1785459259.880,-1.913,-2.605,5.170,1.231,0.605,-2.849,0.2895,10.174,-0.226,-1.138,1.000,-0.0307,-0.0589,0.015,-0.903,0.788,1.784,-2.000,0.0077,-0.666,nan,4.12,1,0.1438,1.000,1,0.281,5,0.543,0,yolo,0
1785459259.923,-2.066,-2.506,5.457,2.731,0.506,-4.087,0.2728,10.167,-0.273,-1.072,1.000,1.4349,-1.4811,-0.008,-0.964,0.808,1.834,-2.000,0.0078,-0.616,nan,5.63,1,0.1964,0.900,1,0.285,4,0.558,0,yolo,0
1785459259.955,-2.474,-2.411,5.938,1.231,0.411,-2.587,0.2892,10.167,-0.273,-1.072,1.000,-0.1115,-0.0469,-0.033,-1.011,0.827,1.819,-2.000,0.0079,-0.631,nan,0.00,1,0.0000,0.965,0,0.228,4,0.571,0,yolo,0
1785459259.987,-2.474,-2.411,5.938,0.537,0.411,-1.087,0.2893,10.167,-0.273,-1.072,1.000,-0.1115,-0.0469,-0.033,-1.011,0.827,1.819,-2.000,0.0079,-0.631,nan,0.00,1,0.0000,0.965,0,0.228,4,0.571,0,yolo,0
1785459260.017,-2.604,-2.343,6.240,2.037,0.343,0.413,0.2726,10.136,-0.383,-0.998,1.000,0.6621,-0.4012,-0.059,-1.051,0.843,1.886,-2.000,0.0080,-0.564,nan,0.00,1,0.0000,0.962,0,0.227,4,0.579,0,yolo,0
1785459260.048,-2.604,-2.343,6.240,2.237,0.343,1.913,0.2893,10.136,-0.383,-0.998,1.000,-0.0139,0.0000,-0.059,-1.051,0.843,1.886,-2.000,0.0080,-0.564,nan,0.00,1,0.0000,0.962,0,0.227,4,0.579,0,yolo,0
1785459260.079,-2.879,-2.300,6.132,1.685,0.300,2.163,0.2886,10.136,-0.383,-0.998,1.000,-0.0346,-0.0262,-0.079,-1.077,0.859,1.880,-2.000,0.0081,-0.570,nan,0.00,1,0.0000,0.955,0,0.222,4,0.611,0,yolo,0
1785459260.106,-3.061,-2.273,5.864,3.185,0.273,2.775,0.2719,10.054,-0.487,-0.917,1.000,1.6102,-1.1965,-0.098,-1.099,0.875,1.960,-2.000,0.0081,-0.490,nan,0.00,1,0.0000,0.955,0,0.222,4,0.611,0,yolo,0
1785459260.141,-3.061,-2.273,5.864,1.775,0.273,2.775,0.2875,10.054,-0.487,-0.917,1.000,-0.2525,0.0000,-0.098,-1.099,0.875,1.960,-2.000,0.0082,-0.490,nan,0.00,1,0.0000,0.952,0,0.220,4,0.620,0,yolo,0
1785459260.176,-3.448,-2.254,5.559,1.151,0.254,2.775,0.2873,10.054,-0.487,-0.917,1.000,-0.2700,-0.0073,-0.116,-1.106,0.890,1.960,-2.000,0.0082,-0.490,nan,0.00,1,0.0000,0.952,0,0.220,4,0.620,0,yolo,0
1785459260.219,-3.537,-2.239,5.263,2.651,0.239,3.779,0.2707,10.184,-0.673,-0.817,1.000,1.7849,-1.1430,-0.140,-1.127,0.905,2.075,-2.000,0.0083,-0.375,nan,0.00,1,0.0000,0.943,0,0.214,4,0.643,0,yolo,0
1785459260.255,-3.873,-2.234,4.847,1.850,0.234,3.779,0.2840,10.184,-0.673,-0.817,1.000,-0.4748,-0.0080,-0.161,-1.135,0.921,2.078,-2.000,0.0083,-0.372,nan,0.00,1,0.0000,0.833,0,0.220,3,0.654,0,yolo,0
1785459260.295,-4.065,-2.233,4.414,1.322,0.233,3.779,0.2832,10.184,-0.673,-0.817,1.000,-0.4999,-0.0254,-0.186,-1.153,0.937,2.080,-2.000,0.0084,-0.370,nan,0.00,1,0.0000,0.824,0,0.214,3,0.664,0,yolo,0
1785459260.326,-4.065,-2.233,4.414,2.822,0.233,4.460,0.2666,9.497,-0.741,-0.623,1.000,0.8460,-1.2841,-0.186,-1.153,0.937,2.200,-2.000,0.0084,-0.199,nan,0.00,1,0.0000,0.826,0,0.215,3,0.685,0,yolo,0
1785459260.356,-4.395,-2.238,3.949,2.740,0.238,4.460,0.2792,9.497,-0.741,-0.623,1.000,-0.4273,-0.0008,-0.209,-1.153,0.952,2.200,-2.000,0.0084,-0.193,nan,0.00,1,0.0000,0.826,0,0.215,3,0.685,0,yolo,0
1785459260.387,-4.395,-2.238,3.949,2.740,0.238,4.460,0.2792,9.497,-0.741,-0.623,1.000,-0.4273,-0.0008,-0.209,-1.153,0.952,2.200,-2.000,0.0084,-0.193,nan,0.00,1,0.0000,0.817,0,0.208,3,0.695,0,yolo,0
1785459260.423,-4.699,-2.247,3.455,4.240,0.247,4.814,0.2625,9.035,-0.761,-0.464,1.000,0.5584,-1.4712,-0.234,-1.161,0.968,2.200,-2.000,0.0084,-0.046,nan,0.00,1,0.0000,0.817,0,0.208,3,0.695,0,yolo,0
1785459260.450,-5.169,-2.260,2.976,2.740,0.260,4.814,0.2753,9.035,-0.761,-0.464,1.000,-0.3601,0.0099,-0.258,-1.151,0.984,2.200,-2.000,0.0084,-0.038,nan,0.00,1,0.0000,0.817,0,0.208,3,0.720,0,yolo,0
1785459260.486,-5.169,-2.260,2.976,2.625,0.260,4.814,0.2753,9.035,-0.761,-0.464,1.000,-0.3601,0.0099,-0.258,-1.151,0.984,2.200,-2.000,0.0084,-0.038,nan,0.00,1,0.0000,0.817,0,0.208,3,0.720,0,yolo,0
1785459260.528,-5.446,-2.276,2.452,4.125,0.276,4.752,0.2587,8.713,-0.724,-0.313,1.000,-0.1414,-2.0000,-0.290,-1.146,1.000,2.200,-2.000,0.0084,0.103,nan,0.00,1,0.0000,0.927,0,0.204,4,0.713,0,yolo,0
1785459260.559,-5.742,-2.294,1.941,2.625,0.294,4.752,0.2711,8.713,-0.724,-0.313,1.000,-0.2307,0.0088,-0.324,-1.137,1.017,2.200,-2.000,0.0084,0.110,nan,0.00,1,0.0000,0.696,0,0.205,2,0.691,0,yolo,0
1785459260.590,-6.043,-2.311,1.420,1.125,0.311,4.752,0.2711,8.713,-0.724,-0.313,1.000,-0.2681,0.0107,-0.361,-1.135,1.034,2.200,-2.000,0.0084,0.116,nan,0.00,1,0.0000,0.696,0,0.205,2,0.691,0,yolo,0
1785459260.621,-6.043,-2.311,1.420,-0.329,0.311,4.282,0.2545,8.775,-0.657,-0.258,1.000,-0.5402,-0.3769,-0.361,-1.135,1.034,2.200,-2.000,0.0084,0.166,nan,0.00,1,0.0000,0.583,0,0.208,1,0.687,0,yolo,0
1785459260.651,-5.950,-2.321,0.951,-0.076,0.321,4.282,0.2701,8.775,-0.657,-0.258,1.000,-0.1721,0.0234,-0.407,-1.112,1.052,2.200,-2.000,0.0084,0.167,nan,0.00,1,0.0000,0.445,0,0.181,1,0.682,0,yolo,0
1785459260.681,-5.950,-2.321,0.951,-0.076,0.321,4.282,0.2701,8.775,-0.657,-0.258,1.000,-0.1721,0.0234,-0.407,-1.112,1.052,2.200,-2.000,0.0083,0.167,nan,0.00,1,0.0000,0.445,0,0.181,1,0.682,0,yolo,0
1785459260.714,-5.949,-2.330,0.485,-1.576,0.330,3.437,0.2534,8.915,-0.535,-0.161,1.000,-1.3144,-0.9101,-0.450,-1.096,1.070,2.192,-2.000,0.0083,0.258,nan,0.00,1,0.0000,0.382,0,0.102,1,0.653,0,yolo,0
1785459260.744,-5.831,-2.334,0.070,-3.076,0.334,3.437,0.2672,8.915,-0.535,-0.161,1.000,-0.2402,0.0239,-0.492,-1.073,1.087,2.193,-2.000,0.0083,0.257,nan,0.00,1,0.0000,0.382,0,0.102,1,0.653,0,yolo,0
1785459260.775,-5.831,-2.334,0.070,-3.174,0.334,3.437,0.2672,8.915,-0.535,-0.161,1.000,-0.2402,0.0239,-0.492,-1.073,1.087,2.193,-2.000,0.0083,0.257,nan,0.00,1,0.0000,0.266,0,0.068,1,0.651,0,yolo,0
1785459260.807,-5.454,-2.328,-0.280,-4.674,0.328,2.435,0.2506,8.807,-0.374,-0.046,1.000,-4.6217,-2.0000,-0.537,-1.030,1.103,2.102,-2.000,0.0082,0.348,nan,0.00,1,0.0000,0.266,0,0.068,1,0.651,0,yolo,0
1785459260.843,-4.924,-2.315,-0.537,-3.230,0.315,2.435,0.2648,8.807,-0.374,-0.046,1.000,0.2525,0.0383,-0.580,-0.991,1.118,2.108,-2.000,0.0082,0.342,nan,0.00,1,0.0000,0.267,0,0.069,1,0.648,0,yolo,0
1785459260.871,-4.924,-2.315,-0.537,-3.230,0.315,2.435,0.2648,8.807,-0.374,-0.046,1.000,0.2525,0.0383,-0.580,-0.991,1.118,2.108,-2.000,0.0082,0.342,nan,0.00,1,0.0000,0.267,0,0.070,1,0.645,0,yolo,0
1785459260.903,-4.554,-2.296,-0.793,-4.730,0.296,1.581,0.2481,8.598,-0.237,0.046,1.000,-0.7684,-0.4045,-0.620,-0.947,1.135,2.040,-2.000,0.0081,0.410,nan,0.00,1,0.0000,0.410,0,0.137,1,0.663,0,yolo,0
1785459260.933,-3.976,-2.275,-0.970,-6.230,0.275,1.581,0.2630,8.598,-0.237,0.046,1.000,0.0582,0.0499,-0.657,-0.897,1.149,2.046,-2.000,0.0081,0.404,nan,0.00,1,0.0000,0.410,0,0.137,1,0.663,0,yolo,0
1785459260.965,-3.976,-2.275,-0.970,-6.297,0.275,1.581,0.2630,8.598,-0.237,0.046,1.000,0.0582,0.0499,-0.657,-0.897,1.149,2.046,-2.000,0.0080,0.404,nan,0.00,1,0.0000,0.420,0,0.150,1,0.670,0,yolo,0
1785459260.996,-3.167,-2.249,-1.136,-7.797,0.249,0.423,0.2463,8.577,-0.063,0.179,1.000,-1.7339,-1.1425,-0.692,-0.854,1.164,1.932,-2.000,0.0080,0.518,nan,0.00,1,0.0000,0.415,0,0.144,1,0.655,0,yolo,0
1785459261.026,-3.167,-2.249,-1.136,-8.417,0.249,0.423,0.2570,8.577,-0.063,0.179,1.000,0.1242,0.0000,-0.692,-0.854,1.164,1.932,-2.000,0.0079,0.518,nan,0.00,1,0.0000,0.415,0,0.144,1,0.655,0,yolo,0
1785459261.057,-2.266,-2.225,-1.191,-7.935,0.225,0.423,0.2592,8.577,-0.063,0.179,1.000,0.0963,0.0522,-0.720,-0.802,1.176,1.936,-2.000,0.0079,0.514,nan,0.00,1,0.0000,0.429,0,0.162,1,0.690,0,yolo,0
1785459261.093,-1.318,-2.197,-1.215,-9.435,0.197,-0.687,0.2425,8.691,0.104,0.312,1.000,-1.6830,-1.2837,-0.740,-0.757,1.188,1.808,-2.000,0.0078,0.642,nan,0.00,1,0.0000,0.429,0,0.162,1,0.690,0,yolo,0
1785459261.134,-0.209,-2.176,-1.155,-8.480,0.176,-0.687,0.2553,8.691,0.104,0.312,1.000,0.1760,0.0587,-0.753,-0.698,1.198,1.809,-2.000,0.0078,0.641,nan,0.00,1,0.0000,0.323,0,0.164,0,0.689,0,yolo,0
1785459261.165,-0.209,-2.176,-1.155,-8.480,0.176,-0.687,0.2553,8.691,0.104,0.312,1.000,0.1760,0.0587,-0.753,-0.698,1.198,1.809,-2.000,0.0077,0.641,nan,0.00,1,0.0000,0.460,0,0.200,0,0.685,0,yolo,0
1785459261.197,0.751,-2.154,-1.062,-9.980,0.154,-1.669,0.2386,8.520,0.248,0.409,1.000,-1.4604,-0.9097,-0.755,-0.648,1.207,1.718,-2.000,0.0076,0.732,nan,0.00,1,0.0000,0.463,0,0.203,0,0.677,0,yolo,0
1785459261.229,1.933,-2.142,-0.896,-8.684,-0.358,-1.669,0.2528,8.520,0.248,0.409,1.000,0.2198,0.0668,-0.750,-0.581,1.215,1.715,-2.500,0.0075,0.735,nan,0.00,1,0.0000,0.463,0,0.203,0,0.677,0,yolo,0
1785459261.260,1.933,-2.142,-0.896,-8.684,-0.358,-1.669,0.2527,8.520,0.248,0.409,1.000,0.2198,0.0668,-0.750,-0.581,1.215,1.715,-2.500,0.0075,0.735,nan,0.00,1,0.0000,0.462,0,0.203,0,0.665,0,yolo,0
1785459261.292,2.947,-2.198,-0.702,-10.184,-0.302,-2.571,0.2361,8.440,0.379,0.485,1.000,-1.3298,-0.9239,-0.733,-0.520,1.223,1.622,-2.500,0.0074,0.828,nan,0.00,1,0.0000,0.476,0,0.220,0,0.710,0,yolo,0
1785459261.327,4.189,-2.248,-0.432,-8.684,-0.252,-2.571,0.2504,8.440,0.379,0.485,1.000,0.2510,0.0773,-0.708,-0.442,1.230,1.607,-2.500,0.0073,0.843,nan,0.00,1,0.0000,0.476,0,0.220,0,0.710,0,yolo,0
1785459261.353,4.189,-2.248,-0.432,-8.161,-0.252,-2.571,0.2503,8.440,0.379,0.485,1.000,0.2510,0.0773,-0.708,-0.442,1.230,1.607,-2.500,0.0072,0.843,nan,0.00,1,0.0000,0.481,0,0.226,0,0.754,0,yolo,0
1785459261.385,5.194,-2.302,-0.126,-8.806,-0.198,-3.286,0.2336,8.041,0.462,0.544,1.000,-3.0094,-1.9061,-0.668,-0.369,1.238,1.544,-2.500,0.0071,0.906,nan,0.00,1,0.0000,0.481,0,0.226,0,0.754,0,yolo,0
1785459261.417,5.194,-2.302,-0.126,-8.029,-0.198,-3.286,0.2451,8.041,0.462,0.544,1.000,0.4173,0.0000,-0.668,-0.369,1.238,1.544,-2.500,0.0070,0.906,nan,0.00,1,0.0000,0.469,0,0.212,0,0.821,0,yolo,0
1785459261.447,6.218,-2.358,0.202,-7.782,-0.018,-4.064,0.2284,8.055,0.572,0.595,1.000,-1.0940,-0.7800,-0.625,-0.288,1.245,1.466,-2.376,0.0069,0.984,nan,0.00,1,0.0000,0.466,0,0.207,0,0.825,0,yolo,0
1785459261.486,7.115,-2.411,0.647,-6.885,0.115,-4.064,0.2451,8.055,0.572,0.595,1.000,0.4016,0.0893,-0.573,-0.199,1.252,1.451,-2.296,0.0068,0.999,nan,0.00,1,0.0000,0.466,0,0.207,0,0.825,0,yolo,0
1785459261.511,7.115,-2.411,0.647,-6.885,0.055,-4.064,0.2469,8.055,0.572,0.595,1.000,0.4016,0.0893,-0.573,-0.199,1.252,1.451,-2.356,0.0067,0.999,nan,0.00,1,0.0000,0.466,0,0.208,0,0.823,0,yolo,0
1785459261.540,7.919,-2.454,1.085,-5.385,0.192,-4.064,0.2512,8.055,0.572,0.595,1.000,0.4611,0.1827,-0.514,-0.106,1.260,1.438,-2.262,0.0067,1.012,nan,0.00,1,0.0000,0.466,0,0.208,0,0.823,0,yolo,0
1785459261.576,8.528,-2.491,1.496,-5.472,0.427,-4.740,0.2346,7.976,0.661,0.631,1.000,-0.7050,-0.4230,-0.450,-0.026,1.268,1.381,-2.065,0.0067,1.069,nan,0.00,1,0.0000,0.467,0,0.208,0,0.815,0,yolo,0
1785459261.602,8.528,-2.491,1.496,-5.472,0.361,-4.740,0.2416,7.976,0.661,0.631,1.000,0.3035,0.0000,-0.450,-0.026,1.268,1.381,-2.130,0.0067,1.069,nan,0.00,1,0.0000,0.590,0,0.215,1,0.804,0,yolo,0
1785459261.634,9.216,-2.530,2.036,-4.759,0.504,-4.740,0.2458,7.976,0.661,0.631,1.000,0.3772,0.0907,-0.376,0.065,1.277,1.369,-2.026,0.0067,1.081,nan,0.00,1,0.0000,0.477,0,0.221,0,0.774,0,yolo,0
1785459261.666,9.216,-2.530,2.036,-4.784,0.504,-5.323,0.2291,7.806,0.727,0.653,1.000,-1.1921,-0.3652,-0.376,0.065,1.277,1.345,-2.026,0.0067,1.105,nan,0.00,1,0.0000,0.477,0,0.221,0,0.774,0,yolo,0
1785459261.698,9.763,-2.556,2.548,-4.237,0.630,-5.323,0.2444,7.806,0.727,0.653,1.000,0.3763,0.0746,-0.302,0.140,1.286,1.336,-1.926,0.0067,1.114,nan,0.00,1,0.0000,0.477,0,0.221,0,0.774,0,yolo,0
1785459261.729,10.303,-2.586,3.174,-3.055,0.763,-5.323,0.2476,7.806,0.727,0.653,1.000,0.4618,0.1415,-0.216,0.206,1.297,1.326,-1.823,0.0067,1.124,nan,0.00,1,0.0000,0.466,0,0.208,0,0.768,0,yolo,0
1785459261.760,10.303,-2.586,3.174,-3.697,0.710,-5.716,0.2368,7.722,0.773,0.658,1.000,-0.5299,-0.0892,-0.216,0.206,1.297,1.317,-1.876,0.0067,1.133,nan,0.00,1,0.0000,0.470,0,0.213,0,0.755,0,yolo,0
1785459261.794,10.646,-2.603,3.754,-3.354,0.823,-5.716,0.2436,7.722,0.773,0.658,1.000,0.3514,0.0582,-0.137,0.265,1.307,1.311,-1.779,0.0067,1.139,nan,0.00,1,0.0000,0.470,0,0.213,0,0.755,0,yolo,0
1785459261.820,10.646,-2.603,3.754,-3.354,0.754,-5.716,0.2436,7.722,0.773,0.658,1.000,0.3514,0.0582,-0.137,0.265,1.307,1.311,-1.849,0.0067,1.139,nan,0.00,1,0.0000,0.485,0,0.231,0,0.722,0,yolo,0
1785459261.852,11.066,-2.625,4.404,-2.934,0.899,-5.972,0.2372,7.619,0.797,0.658,1.000,-0.3406,-0.0833,-0.049,0.330,1.318,1.303,-1.726,0.0067,1.147,nan,0.00,1,0.0000,0.305,0,0.134,0,0.729,0,yolo,0
1785459261.891,11.388,-2.647,5.042,-1.533,1.017,-5.972,0.2442,7.619,0.797,0.658,1.000,0.3289,0.0666,0.033,0.397,1.329,1.296,-1.630,0.0067,1.154,nan,0.00,1,0.0000,0.307,0,0.136,0,0.724,0,yolo,0
1785459261.934,11.547,-2.657,5.713,-0.033,1.116,-5.972,0.2475,7.619,0.797,0.658,1.000,0.4158,0.1385,0.120,0.469,1.342,1.293,-1.541,0.0067,1.157,nan,0.00,1,0.0000,0.307,0,0.136,0,0.724,0,yolo,0
1785459261.962,11.547,-2.657,5.713,-1.533,0.959,-5.901,0.2522,7.434,0.768,0.650,1.000,0.0920,0.2247,0.120,0.469,1.342,1.315,-1.698,0.0067,1.135,nan,0.00,1,0.0000,0.306,0,0.134,0,0.727,0,yolo,0
